phecode,cases,controls,p_value,neg_log_p_value,standard_error,beta,conf_int_1,conf_int_2,odds_ratio,log10_odds_ratio,converged,phecode_sex_restriction,phecode_string,phecode_category
GU_617.1,71,30897,0.9545712287543832,0.0201916596214745,0.299,-0.0170116660961361,-0.602,0.568,0.9831322152530706,-0.0073880727135325,True,Female,Incompetence of cervix uteri,Genitourinary
RE_499.1,8689,35451,7.7099517058357185e-252,251.11294834230637,0.027,0.922169935846348,0.869,0.975,2.514741301027146,0.4004933145151447,True,Both,Cough,Respiratory
SO_367.3,335,48445,4.700951600614951e-07,6.327814220135734,0.119,0.5979448074087709,0.365,0.831,1.818377840844539,0.2596841303403318,True,Both,Keratoconjunctivitis,Sense organs
MS_716.2,2692,44700,1.7307552768581721e-97,96.7617643356045,0.042,0.8809055899322961,0.799,0.963,2.4130839817987386,0.3825724367853249,True,Both,Degenerative disc disease,Muscloskeletal
RE_469.1,2080,44437,7.433188385758675e-73,72.12882486035477,0.048,0.8584301801501013,0.765,0.952,2.35945386742629,0.3728114903384033,True,Both,Acute bronchitis,Respiratory
SO_381.3,139,48834,2.1779037120753082e-07,6.661961324873519,0.175,0.9071032087493506,0.564,1.25,2.477136383020221,0.3939499180765765,True,Both,Esotropia,Sense organs
NS_331.6,6320,40801,4.212177175408571e-223,222.3754933695179,0.03,0.9631163832707692,0.904,1.022,2.6198482160009484,0.4182761306851124,True,Both,Migraine,Neurological
MS_715.1,3851,43179,2.3056106130869133e-150,149.63721403739993,0.036,0.93511975844747,0.865,1.005,2.547518526334987,0.4061173510124379,True,Both,Spondylosis,Muscloskeletal
MS_705.11,202,48777,0.0907181091923412,1.042306010213626,0.163,0.2765487432777361,-0.044,0.597,1.3185712226347024,0.1201035931827998,True,Both,Rheumatoid arthritis without rheumatoid factor*,Muscloskeletal
NS_355.1,323,48487,6.896085641965553e-12,11.161397353679558,0.117,0.801092296463712,0.572,1.03,2.227973207121347,0.347909963849394,True,Both,Coma,Neurological
MS_726.1,1608,46882,1.0259285404401898e-17,16.988882888320997,0.057,0.4865138159923494,0.375,0.598,1.6266355728977056,0.2112902656551714,True,Both,Osteoporosis,Muscloskeletal
GI_516.4,561,48255,2.003624262307274e-24,23.69818371798753,0.088,0.8972098114409587,0.725,1.07,2.452749919990304,0.3896532702182654,True,Both,Gastroparesis,Gastrointestinal
SO_371.22,145,48814,0.0132822925194696,1.8767269594086784,0.185,0.4575028928778243,0.095,0.82,1.5801233172376752,0.1986909818316136,True,Both,Posterior subcapsular polar cataract,Sense organs
SO_374.1,400,48514,6.556377497662995e-07,6.183336048934343,0.11,0.5459138827914536,0.331,0.761,1.726185192699252,0.2370873868907068,True,Both,Retinal detachments and breaks,Sense organs
BI_172,155,48665,0.0001601307033739,3.795525388708869,0.172,0.650029368875785,0.313,0.988,1.915597087120679,0.2823041679778068,True,Both,Other disorders of white blood cells,Blood/Immune
CV_440,2576,45380,5.137215477338358e-32,31.289272217679127,0.045,0.5309034791381473,0.443,0.619,1.700467952122988,0.2305684514129355,True,Both,Embolism and thrombosis,Cardiovascular
EM_247.51,404,48173,5.504875138957303e-09,8.25925252720573,0.108,0.6271487215073698,0.416,0.838,1.872264613642349,0.2723672290833299,True,Both,Hypocalcemia,Endocrine/Metab
MB_308.32,155,48708,4.954728726015397e-16,15.304980118377433,0.161,1.3088256466128287,0.993,1.625,3.7018239091606953,0.568415756097407,True,Both,Auditory hallucinations*,Mental
SS_807.2,2651,44434,1.08758884755574e-82,81.9635352544404,0.043,0.8229162051732782,0.739,0.907,2.2771307447482667,0.357387966975519,True,Both,Weakness,Symptoms
DE_664.2,69,48776,0.0064511256047442,2.190364502220621,0.256,0.6963787307612648,0.195,1.197,2.0064735545773726,0.3024334400844075,True,Both,Pityriasis,Dermatological
CA_101.411,185,48751,0.7099547470195768,0.148769332613355,0.181,0.0671758823111748,-0.287,0.421,1.0694835648747072,0.0291741150047254,True,Both,Malignant neoplasm of colon,Neoplasms
RE_463,8202,36730,4.607329722364296e-291,290.33655070646245,0.027,1.001751890020797,0.948,1.056,2.723048133069748,0.4350553180721852,True,Both,Rhinitis and nasal congestion,Respiratory
DE_668.1,648,47668,1.7001521159868144e-22,21.76951221969337,0.083,0.810120838567425,0.647,0.973,2.2481796370698763,0.3518310098646677,True,Both,Atopic dermatitis,Dermatological
GU_621.1,741,29764,3.2815846053351284e-14,13.4839163943458,0.081,0.6125002809093444,0.454,0.771,1.8450387517110527,0.2660054921631199,True,Female,Dysplasia of cervix,Genitourinary
