phecode,cases,controls,p_value,neg_log_p_value,standard_error,beta,conf_int_1,conf_int_2,odds_ratio,log10_odds_ratio,converged,phecode_sex_restriction,phecode_string,phecode_category
SO_362.8,92,10538,0.9316078750866036,0.0307668489349084,0.228,0.0195746749520095,-0.427,0.467,1.0197675151076913,0.0085011733167075,True,Both,Meibomian gland dysfunction of eyelid*,Sense organs
SS_835,515,9577,1.7101684157738003e-09,8.766961118590519,0.093,0.5624775056382824,0.379,0.746,1.755015178570033,0.2442808768934112,True,Both,Cytology and pathology findings,Symptoms
CA_135,140,10405,0.0089130899261254,2.049971711761982,0.174,0.4562612977234521,0.114,0.798,1.5781626612060686,0.1981517639073119,True,Both,Benign neoplasm of the head and neck,Neoplasms
CV_448,445,9957,0.2118026609567838,0.6740685879887397,0.107,0.1331915369730742,-0.076,0.342,1.1424688023919334,0.057844349543619,True,Both,Peripheral vascular disease,Cardiovascular
CV_436.2,109,10472,0.2113178941035899,0.6750637259415031,0.227,-0.2832525692897271,-0.727,0.161,0.753329495934062,-0.123015027827447,True,Both,Atherosclerosis of the extremities,Cardiovascular
MS_745.6,527,9876,0.0060390914169353,2.219028396195613,0.095,0.2610130259194229,0.075,0.447,1.298244576152791,0.1133565168616757,True,Both,Fracture of bones in thorax,Muscloskeletal
EM_256,2867,6607,6.40472223922e-05,4.193499700047249,0.049,0.1943224850475946,0.099,0.29,1.21448787399156,0.0843931829658975,True,Both,"Disorders of fluid, electrolyte and acid-base balance",Endocrine/Metab
NS_334.11,60,10566,0.1072408792781079,0.9696396338530442,0.265,0.4271011761745892,-0.093,0.947,1.5328077375021607,0.1854876840270126,True,Both,Trigeminal neuralgia,Neurological
CV_404.2,935,9401,0.1399312571355773,0.8540852641696932,0.085,-0.1257229453017886,-0.293,0.041,0.8818591361579271,-0.0546007813931911,True,Both,Coronary atherosclerosis [Atherosclerotic heart disease],Cardiovascular
MS_714,682,9542,5.2456709183512426e-15,14.28019895789873,0.082,0.6414321901650898,0.481,0.802,1.8991989464985228,0.2785704607038157,True,Both,Deforming dorsopathies,Muscloskeletal
NS_329.42,78,10561,8.461920425295829e-07,6.072531063029472,0.23,1.1313327937360382,0.681,1.582,3.099785122406809,0.4913315895157512,True,Both,Cognitive communication deficit,Neurological
MB_302,125,10439,3.7668091563114363e-19,18.424026382573587,0.201,1.7937582764801117,1.401,2.187,6.01200483719332,0.7790193213436001,True,Both,Developemental delay,Mental
CV_416.42,76,10495,0.2788189807701654,0.5546776647090466,0.244,0.2639447850326446,-0.214,0.742,1.302056301319901,0.1146297636668176,True,Both,Left bundle branch block,Cardiovascular
NS_344,119,10492,0.7299968112003388,0.1366790369769708,0.198,0.0683501463281478,-0.32,0.457,1.070740158583679,0.0296840913875943,True,Both,Disorders of the circulation of the cerebrospinal fluid,Neurological
GI_510.5,74,10500,4.46722585969e-05,4.349962089359454,0.235,0.959937817653308,0.499,1.421,2.611534077056699,0.4168956971770816,True,Both,Dyskinesia of esophagus,Gastrointestinal
GU_594.32,248,10216,2.320050316088549e-07,6.6345025962458894,0.133,0.6859695710986169,0.426,0.946,1.985696176116901,0.2979127994816697,True,Both,Stress incontinence,Genitourinary
GU_612.5,344,5197,0.0202432715015889,1.693719300119068,0.117,0.2711018519297165,0.042,0.5,1.3114086330825896,0.1177380383268283,True,Female,Mastodynia,Genitourinary
MS_724.1,1611,8199,4.897491705501773e-40,39.31002629086316,0.059,0.7752688943774608,0.661,0.89,2.171175865680685,0.3366950028193661,True,Both,Myalgia,Muscloskeletal
MB_280.13,271,10260,0.4613480441833258,0.3359713161759855,0.138,-0.1016463962204218,-0.372,0.169,0.9033489227935084,-0.0441444689838807,True,Both,Alcoholic liver disease,Mental
PP_901,146,5633,0.0701196248411796,1.1541604161641152,0.174,0.3142641920163852,-0.026,0.654,1.3692514340637774,0.1364832044525,True,Female,Abnormal products of conception,Pregnancy
GU_615,248,5460,0.0177925685058385,1.7497613533554488,0.135,0.3187543693925505,0.055,0.582,1.3754134397715676,0.1384332637097355,True,Female,Endometriosis,Genitourinary
CV_416.212,66,10562,0.0044115781679658,2.355406021182692,0.363,-1.0342663580851923,-1.746,-0.322,0.3554870855074548,-0.4491761721345717,True,Both,Persistent atrial fibrillation*,Cardiovascular
MB_283.1,75,10426,3.0819043314508352e-06,5.511180846788222,0.234,1.0907042085392926,0.632,1.549,2.9763693194219383,0.4736868191572684,True,Both,Symptoms and signs involving appearance and behavior*,Mental
MS_741.7,482,9603,2.259522042474871e-14,13.6459834176085,0.095,0.723233298175555,0.538,0.909,2.0610865561242715,0.3140962305263327,True,Both,Back sprain,Muscloskeletal
CV_430,122,10445,0.0039038543110366,2.408506398252644,0.185,0.5348900546439113,0.172,0.898,1.707260526568637,0.2322997991567795,True,Both,Nontraumatic Intracranial hemorrhage,Cardiovascular
MB_288.42,125,10469,1.2281078086892245e-11,10.910763507247207,0.184,1.2470974734523177,0.886,1.608,3.480226832629809,0.5416075511158285,True,Both,Social phobia,Mental
CA_132,203,10365,0.51081215236105,0.2917387793010134,0.159,-0.1044306852385135,-0.416,0.207,0.9008372365610712,-0.0453536703404617,True,Both,Sequelae of cancer,Neoplasms
MS_729,79,10486,0.0013601434328511,2.8664152910333303,0.227,0.725794027305096,0.282,1.17,2.066371203895021,0.3152083410569413,True,Both,Other acquired musculoskeletal deformity,Muscloskeletal
CV_402,441,9648,9.130326026234693e-08,7.039513714375156,0.1,0.5339213152103625,0.338,0.73,1.7056074368091063,0.2318790809663871,True,Both,Elevated blood pressure reading without diagnosis of hypertension,Cardiovascular
ID_061,322,9853,0.0081346364543168,2.0896618513825733,0.118,0.3119489685169436,0.081,0.543,1.3660849779082582,0.1354777156623198,True,Both,Influenza virus,Infections
GI_511,3395,6379,5.74545049313785e-41,40.240675913187445,0.048,0.6418035532246144,0.548,0.736,1.899904369805912,0.27873174163135,True,Both,Gastro-esophageal reflux disease [GERD],Gastrointestinal
ID_057,313,10302,0.0181785447736671,1.7404408858039238,0.121,0.284914447624059,0.048,0.521,1.3296482686867963,0.1237367724176419,True,Both,Retrovirus,Infections
EM_200.23,191,10363,0.0050636536675139,2.2955360058799563,0.152,0.4260427373752504,0.128,0.724,1.5311862126146711,0.1850280098970275,True,Both,Multinodular goiter,Endocrine/Metab
DE_679.1,1317,8210,6.360407553612143e-30,29.19651505532423,0.062,0.7001150520333126,0.579,0.821,2.0139844071425634,0.3040561037954757,True,Both,Rash and other nonspecific skin eruption,Dermatological
MS_740.2,92,10499,0.4047077740940407,0.3928584530986334,0.222,0.1848820542056208,-0.25,0.62,1.2030765339417464,0.080293255944439,True,Both,Dislocation of shoulder,Muscloskeletal
RE_474.1,380,10089,0.9022775477876156,0.0446598494518724,0.119,-0.0145605570270928,-0.247,0.218,0.9855449352539284,-0.006323569570304,True,Both,Emphysema,Respiratory
GI_532,348,9931,0.0005103179205098,3.2921591805568657,0.113,0.3921914146672547,0.171,0.613,1.4802210203007484,0.1703265672398188,True,Both,Other disorders of the intestines,Gastrointestinal
GU_603,279,4352,4.976479963604494e-06,5.303077740155519,0.126,0.5768962627396945,0.329,0.825,1.7805036304503217,0.2505428635384579,True,Male,Disorders of testis,Genitourinary
MS_708.1,242,10243,2.90758150795e-05,4.536468101893775,0.137,0.5744139083911332,0.305,0.844,1.7760892707898976,0.2494647907427491,True,Both,Osteoarthritis of more than one site,Muscloskeletal
GI_532.1,78,10546,0.3557127888051044,0.4489005205110332,0.26,-0.240394973302382,-0.751,0.27,0.7863172254129556,-0.104402210382504,True,Both,Intestinal fistula,Gastrointestinal
ID_054,1024,9398,1.65821104553e-05,4.780360196296961,0.069,0.2979168797731966,0.162,0.434,1.3470498161398274,0.1293836569513338,True,Both,Hepatovirus,Infections
GU_605,517,4081,1.632735502577903e-12,11.787084163747496,0.102,0.7216255988380074,0.521,0.922,2.0577756108487746,0.3133980155754762,True,Male,Male sexual dysfuction,Genitourinary
CA_120,258,10246,0.0794734589976129,1.0997778843672217,0.133,0.233023247669696,-0.027,0.493,1.2624108270960557,0.1012007106181237,True,Both,Hemo onc - by cell of origin,Neoplasms
GI_516,562,9608,0.0003752646950884,3.425662292100357,0.091,0.3233798848776855,0.145,0.502,1.381790172404074,0.1404420995608876,True,Both,Other diseases of stomach and duodenum,Gastrointestinal
MS_717.2,403,9977,2.65716584876813e-09,8.575581337965723,0.105,0.6219392920518342,0.417,0.827,1.8625365440617383,0.2701048026169265,True,Both,Sacrococcygeal disorders,Muscloskeletal
SS_814,72,10483,0.9072212174556032,0.0422868013566635,0.257,0.0299402462245655,-0.474,0.533,1.030392962244289,0.0130028837221534,True,Both,Jaundice,Symptoms
SO_374.4,210,10365,0.5784218849821983,0.2377552835779829,0.151,0.0840617273893881,-0.212,0.381,1.087696032373187,0.0365075443444667,True,Both,Retinopathy,Sense organs
PP_907,86,5686,0.5810402395708564,0.2357937897810555,0.24,-0.1326754060196359,-0.604,0.339,0.8757493089327281,-0.0576201967186014,True,Female,Placental disorders,Pregnancy
DE_678,847,8876,1.5502473973416845e-19,18.809598989102827,0.076,0.6828576217573974,0.535,0.831,1.9795263952117137,0.2965612970548156,True,Both,Other skin and subcutaneous disorders,Dermatological
PP_903.2,88,5643,0.0056395560563715,2.248755082161441,0.217,0.5997008941133141,0.175,1.024,1.8215738754302653,0.2604467891058586,True,Female,Threatened premature labor,Pregnancy
GI_550.1,615,9716,0.0360745211444484,1.4427994250495455,0.089,0.1856811125124998,0.012,0.359,1.2040382464210058,0.0806402825578355,True,Both,Gallstones [Cholelithiasis],Gastrointestinal
GI_508,84,10435,9.21954647687e-05,4.035290442008683,0.219,0.858033478249239,0.428,1.288,2.3585180532239947,0.3726392048918984,True,Both,Diseases of lips,Gastrointestinal
RE_471.3,139,10411,0.0023639738351248,2.626357334611342,0.174,0.5274809828988435,0.187,0.868,1.6946580547988372,0.2290820801818712,True,Both,Hypertrophy of nasal turbinates,Respiratory
GU_612.7,151,5557,0.0363003422746253,1.4400892799974885,0.17,0.3560526986892681,0.023,0.689,1.427682783292804,0.1546317223075103,True,Female,Other signs and symptoms in breast,Genitourinary
MS_741.14,92,10468,0.0287922071530458,1.5407250416989526,0.217,0.4742702805557285,0.049,0.899,1.6068412262812104,0.20597296577606,True,Both,Rotator cuff (capsule) sprain,Muscloskeletal
MS_723,1583,8374,2.609243407537488e-33,32.58348540513913,0.061,0.7287341197303745,0.61,0.848,2.0724554659830767,0.3164852069735253,True,Both,Enthesopathy/Enthesitis/Tendinopathy,Muscloskeletal
GI_518,134,10462,0.2523950933017764,0.5979190922673492,0.182,0.2087913974555355,-0.149,0.566,1.2321879341807198,0.0906769517838077,True,Both,Appendicitis,Gastrointestinal
PP_901.3,77,5732,0.1590452118666898,0.7984794010060141,0.236,0.3323671814641042,-0.13,0.795,1.3942647026899653,0.1443452328755972,True,Female,Missed abortion,Pregnancy
GI_542.4,136,10461,0.1539543334688949,0.812608082173961,0.202,-0.287473785301815,-0.683,0.108,0.7501562316324303,-0.1248482786484184,True,Both,Portal hypertension,Gastrointestinal
ID_008,66,10505,0.6378413135450032,0.1952873545450152,0.277,-0.1305769449129435,-0.674,0.413,0.8775889643443189,-0.0567088466394762,True,Both,Helicobacter [H. pylori],Infections
DE_680,497,9670,4.4946969042666174e-10,9.347299589190522,0.095,0.5945279575459161,0.408,0.781,1.812175319345263,0.2582002112994021,True,Both,Epidermal thickening,Dermatological
SS_826.1,109,10468,0.3672910049128662,0.4349897075505462,0.204,0.1835293777491032,-0.215,0.583,1.201450260797562,0.0797057960235729,True,Both,Nonspecific reaction to test for tuberculosis,Symptoms
GI_530.1,115,10440,0.0014100045004795,2.850779501152922,0.189,0.6035005180986783,0.233,0.974,1.8285083370489936,0.2620969448360095,True,Both,Anal fissure,Gastrointestinal
CA_107.2,91,4685,0.5285740938515074,0.2768941260568325,0.248,-0.1565796514149995,-0.644,0.33,0.855063407980068,-0.068001678587869,True,Male,Malignant neoplasm of the prostate,Neoplasms
SS_840.611,355,10052,4.13191784009e-05,4.383848322667558,0.111,0.4538942169942735,0.237,0.671,1.574431440575635,0.1971237538084101,True,Both,Penicillin allergy,Symptoms
RE_481.4,89,10440,0.2641515452753085,0.578146844365357,0.249,-0.277519511503949,-0.765,0.21,0.7576607813574258,-0.120525192466651,True,Both,Pulmonary fibrosis,Respiratory
BI_160.2,132,10438,0.4026870684624147,0.3950323167188411,0.187,0.1563526898428891,-0.21,0.523,1.1692385089235675,0.0679031104294973,True,Both,Megaloblastic anemia,Blood/Immune
SS_800.11,264,9836,0.0456689471812411,1.3403790001873443,0.131,0.2617120241022401,0.005,0.518,1.2991523639864353,0.1136600879153337,True,Both,Pleurodynia*,Symptoms
MS_734,482,9707,6.445810701087115e-16,15.19072245288519,0.094,0.7632737794134794,0.578,0.948,2.145287936310842,0.331485590580714,True,Both,Diseases of the jaws,Muscloskeletal
MS_724.52,64,10379,0.0013868532692339,2.857969485381618,0.252,0.8050604280777502,0.312,1.299,2.236831662173711,0.3496333015128366,True,Both,Osteophyte*,Muscloskeletal
SO_394,217,10213,0.0001307524156734,3.8835502787209992,0.141,0.5381041235356973,0.262,0.814,1.712756607176792,0.2336956515409391,True,Both,Disorders of vestibular function,Sense organs
GI_502.1,1076,8896,2.1753457821913283e-25,24.662471699922328,0.066,0.6863391344569157,0.557,0.816,1.9864301522813024,0.2980732988088925,True,Both,Diseases of hard tissues of teeth,Gastrointestinal
SS_840,3095,6408,2.70342478929674e-63,62.5680857082218,0.048,0.8039952369172234,0.71,0.898,2.2344502773997488,0.3491706948696477,True,Both,Allergy,Symptoms
MS_716,1640,8387,2.4291596107060705e-27,26.614543948442485,0.059,0.6437900028742203,0.527,0.76,1.9036821851533183,0.2795944457527525,True,Both,Intervertebral disc disorder,Muscloskeletal
MB_291.1,112,10465,3.71916864396e-05,4.42955412831407,0.191,0.7860522423532669,0.412,1.16,2.194715098329473,0.3413781513417013,True,Both,Conversion disorder,Mental
GU_604,155,4495,1.12889260283e-05,4.947347372702777,0.165,0.7248676310646858,0.401,1.048,2.064457811796905,0.3148060122816752,True,Male,Disorders of penis,Genitourinary
MB_286.2,4698,5030,1.8717664482241012e-137,136.72774834180265,0.047,1.174039697215652,1.082,1.266,3.235034838752713,0.5098789620361222,True,Both,Major depressive disorder,Mental
GI_514.1,97,10466,0.8094016358520992,0.0918359222068415,0.222,0.0534577615901081,-0.381,0.488,1.054912433002807,0.0232164108734835,True,Both,Esophageal obstruction (Stricture and stenosis of esophagus),Gastrointestinal
GI_557.1,212,10237,0.0067369326594001,2.171537793718583,0.143,0.3868954618154638,0.107,0.667,1.4724025609368498,0.1680265641398662,True,Both,Hematemesis,Gastrointestinal
MS_718.2,1980,7602,1.5420920879102783e-57,56.81188969108588,0.054,0.8664802392114284,0.76,0.973,2.3785242663448303,0.376307586567733,True,Both,Cervicalgia,Muscloskeletal
DE_682.4,547,9802,5.517449568133836e-22,21.25826162778684,0.089,0.8614295588728158,0.686,1.037,2.3665413869176173,0.3741141039668163,True,Both,Acne,Dermatological
NS_349.13,84,10429,0.0001006123379108,3.997348759259788,0.22,0.8536927979428856,0.423,1.284,2.3483026672599565,0.3707540713871429,True,Both,Abnormal findings on diagnostic imaging of skull and head,Neurological
MS_708,2341,7552,1.2012667402961675e-20,19.920360547154747,0.059,0.5478811433571202,0.433,0.663,1.7295843912162117,0.2379417572988417,True,Both,Osteoarthritis,Muscloskeletal
SO_396.1,102,10463,0.0736211215241108,1.1329975709151237,0.205,0.3666498042441511,-0.035,0.768,1.4428925357866158,0.1592339867741422,True,Both,Conductive hearing loss,Sense organs
RE_466.2,71,10534,0.0002427050742125,3.614921143818548,0.239,0.8781420924686166,0.409,1.347,2.406424636115917,0.3813722650860953,True,Both,Chronic tonsillitis and adenoiditis,Respiratory
RE_465.1,1807,7698,9.339234202512226e-31,30.02968873354061,0.055,0.6387247975967261,0.53,0.747,1.8940640236474824,0.2773946550510295,True,Both,Acute Pharyngitis,Respiratory
MS_712,522,9759,4.5427503151073655e-18,17.34268113282021,0.091,0.7880912281495841,0.61,0.966,2.1991946565677742,0.342263671621721,True,Both,Joint derangements and related disorders,Muscloskeletal
GI_540.1,707,9769,3.8356037977e-05,4.416166260041087,0.081,0.3350629054070642,0.176,0.495,1.3980283259973971,0.1455159709087592,True,Both,Chronic hepatitis,Gastrointestinal
GI_520.1,739,9572,0.0006246689967128,3.2043500482250646,0.082,0.2803854226873488,0.12,0.441,1.323639874873942,0.1217698418792264,True,Both,Hernia of the abdominal wall,Gastrointestinal
NS_342,76,10535,0.2246007168099685,0.6485888620277349,0.271,-0.328782195684342,-0.859,0.202,0.7197997751725671,-0.1427882933337449,True,Both,Plegia and unspecified paralysis,Neurological
BI_175.2,97,10490,0.014637350805453,1.8345375185428896,0.208,0.507435692887458,0.1,0.915,1.6610263474166789,0.2203765213417761,True,Both,Secondary polycythemia,Blood/Immune
